Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior ASG Appearances,AS Last Year?,Selected?
2010,92.1,Brandon Roy,POR,8,23,44,10,16.6,3.0,3.3,1.1,0.4,1.6,50.1,1.1,0.002,23.7,10.2,3,1,0
2010,92.1,Dorell Wright,GSW,12,42,42,19,16.5,5.8,2.9,1.5,0.8,1.9,54.0,2.6,0.001,18.9,9.2,0,0,0
2010,92.1,Andray Blatche,WAS,13,35,41,12,16.4,8.3,1.9,1.5,0.8,2.9,47.8,0.1,0.002,25.0,9.9,0,0,0
2010,92.1,Chris Paul,NOH,5,44,44,28,16.3,4.0,9.7,2.7,0.1,2.3,60.6,1.0,0.003,20.8,18.6,3,1,1
2010,92.1,Al Horford,ATL,5,43,44,28,16.2,9.7,3.4,0.8,1.1,1.4,59.7,0.0,0.003,20.4,16.3,1,1,1
2010,92.1,Jamal Crawford,ATL,5,38,44,24,16.1,1.9,3.5,0.9,0.2,2.0,56.9,1.6,0.002,23.5,11.1,0,0,0
2010,92.1,Wesley Matthews,POR,8,44,44,24,16.0,3.1,1.8,1.3,0.2,1.7,56.7,1.8,0.002,21.8,9.6,0,0,0
2010,92.1,Chauncey Billups,NYK,6,37,42,20,16.0,2.1,5.3,1.1,0.2,2.7,61.7,1.8,0.002,21.3,11.4,5,1,0
2010,92.1,Josh Smith,ATL,5,44,44,28,16.0,8.8,3.5,1.4,1.8,2.7,53.2,0.7,0.003,23.7,13.5,0,0,0
2010,92.1,Devin Harris,UTA,6,40,43,12,15.9,2.5,7.1,1.1,0.1,3.1,54.8,0.7,0.001,25.6,12.9,1,0,0
2010,92.1,Gerald Wallace,POR,8,32,44,13,15.9,7.9,2.2,1.1,1.0,2.4,52.2,0.8,0.003,20.8,10.2,1,1,0
2010,92.1,Vince Carter,PHX,9,34,41,20,15.8,4.7,2.6,0.9,0.2,1.6,54.4,1.6,0.003,22.9,10.6,8,0,0
2010,92.1,David Lee,GSW,12,33,42,18,15.7,9.6,3.6,1.0,0.4,2.6,53.8,0.0,0.001,20.5,11.2,1,1,0
2010,92.1,Rodney Stuckey,DET,11,39,43,12,15.6,3.1,4.7,1.0,0.1,2.2,54.2,0.3,0.001,24.8,11.0,0,0,0
2010,92.1,Lamar Odom,LAL,2,45,45,32,15.6,9.6,2.9,0.6,0.9,1.9,61.9,0.7,0.002,19.0,14.7,0,0,0
2010,92.1,Jason Terry,DAL,3,42,42,27,15.4,2.0,4.4,1.3,0.1,2.0,51.7,1.4,0.002,24.1,10.1,0,0,0
2010,92.1,Danilo Gallinari,DEN,7,36,42,19,15.3,4.4,1.7,0.8,0.4,1.0,59.7,1.8,0.001,17.6,9.2,0,0,0
2010,92.1,Kevin Garnett,BOS,1,33,42,27,15.2,9.2,2.1,1.7,0.7,1.5,58.0,0.0,0.004,21.9,17.1,13,1,1
2010,92.1,John Wall,WAS,13,29,41,9,15.1,3.8,9.4,1.9,0.4,3.9,48.6,0.7,0.002,22.8,11.6,0,0,0
2010,92.1,Nene,DEN,7,38,42,21,15.1,7.4,2.2,1.0,0.8,1.8,69.0,0.0,0.002,18.4,13.7,0,0,0
2010,92.1,Caron Butler,DAL,3,29,42,21,15.0,4.1,1.6,1.0,0.3,1.7,52.3,1.0,0.003,25.1,9.3,2,0,0
2010,92.1,DeMar DeRozan,TOR,12,43,43,13,15.0,3.4,1.7,0.8,0.4,1.7,53.2,0.0,0.0,21.0,7.4,0,0,0
2010,92.1,Jeff Green,BOS,1,35,42,21,15.0,5.5,2.1,1.0,0.3,1.4,51.7,1.1,0.002,19.1,8.0,0,0,0
2010,92.1,Grant Hill,PHX,9,39,41,19,14.9,5.0,2.4,0.8,0.4,1.6,58.1,0.3,0.001,20.9,10.3,7,0,0
2010,92.1,Elton Brand,PHI,9,41,42,17,14.7,8.7,1.6,1.2,1.1,1.5,55.4,0.0,0.002,19.3,11.6,2,0,0
2010,92.1,Tayshaun Prince,DET,11,43,43,15,14.6,4.6,2.7,0.3,0.7,1.1,53.4,0.4,0.001,20.8,11.2,0,0,0
2010,92.1,Jrue Holiday,PHI,9,42,42,17,14.6,3.9,6.6,1.4,0.3,2.8,52.4,1.0,0.002,21.6,10.5,0,0,0
2010,92.1,D.J. Augustin,CHA,7,41,41,17,14.6,3.0,6.3,0.7,0.0,1.7,57.2,1.6,0.002,18.8,12.1,0,0,0
2010,92.1,Beno Udrih,SAC,15,41,41,9,14.1,3.5,4.2,1.1,0.1,1.7,59.7,0.9,0.002,17.0,12.1,0,0,0
2010,92.1,Joakim Noah,CHI,3,24,43,16,14.0,11.7,2.7,1.2,1.6,2.1,57.0,0.0,0.003,17.3,13.5,0,0,0
2010,92.1,Andre Iguodala,PHI,9,30,42,12,14.0,6.2,5.6,1.5,0.5,1.7,52.2,0.9,0.003,18.6,12.8,0,0,0
2010,92.1,Darren Collison,IND,8,36,39,15,14.0,3.0,4.7,1.1,0.1,2.1,54.0,0.6,0.002,21.6,11.9,0,0,0
2010,92.1,John Salmons,MIL,10,37,40,14,13.8,3.6,3.1,1.0,0.3,2.0,49.4,1.4,0.004,20.9,8.5,0,0,0
2010,92.1,Daniel Gibson,CLE,15,34,42,8,13.8,3.2,3.1,0.8,0.3,1.4,54.7,2.0,0.001,21.0,9.9,0,0,0
2010,92.1,Tim Duncan,SAS,1,43,43,37,13.7,9.7,3.1,0.7,2.1,1.8,52.8,0.0,0.003,22.2,15.6,12,1,1
2010,92.1,Mo Williams,LAC,13,33,42,6,13.6,2.8,7.1,0.9,0.3,2.9,47.2,1.0,0.001,25.5,9.6,1,0,0
2010,92.1,Leandro Barbosa,TOR,12,33,43,10,13.4,1.8,2.3,1.1,0.1,1.4,54.4,1.3,0.001,23.8,9.8,0,0,0
2010,92.1,Gilbert Arenas,ORL,4,38,43,17,13.4,2.9,4.9,1.2,0.4,2.9,48.9,1.8,0.002,25.4,8.9,3,0,0
2010,92.1,Andrew Bogut,MIL,10,33,40,13,13.2,11.5,1.8,0.7,2.7,1.9,48.6,0.0,0.004,20.2,12.7,0,0,0
2010,92.1,Mike Conley,MEM,10,43,43,20,13.2,3.0,6.8,1.7,0.1,2.4,52.9,0.8,0.002,18.9,10.7,0,0,0
2010,92.1,Richard Hamilton,DET,11,34,43,11,13.2,2.2,2.6,0.7,0.0,1.4,50.7,1.1,0.001,25.8,9.3,3,0,0
2010,92.1,Andre Miller,POR,8,43,44,23,13.1,3.7,7.3,1.7,0.1,2.5,52.8,0.1,0.002,20.4,13.3,0,0,0
2010,92.1,Lou Williams,PHI,9,40,42,16,13.1,1.8,3.4,0.6,0.2,1.5,52.7,1.0,0.002,27.2,11.4,0,0,0
2010,92.1,DeMarcus Cousins,SAC,15,41,41,9,13.0,7.7,1.7,0.8,0.8,2.7,47.0,0.0,0.001,27.3,8.9,0,0,0
2010,92.1,Jameer Nelson,ORL,4,38,43,25,12.9,2.8,6.7,0.9,0.0,2.5,55.0,1.6,0.002,21.3,11.2,1,0,0
2010,92.1,Arron Afflalo,DEN,7,42,42,24,12.9,3.9,2.3,0.6,0.6,1.1,64.3,1.5,0.001,14.1,9.0,0,0,0
2010,92.1,Aaron Brooks,PHX,9,20,41,9,12.9,1.5,4.4,0.7,0.1,1.9,52.2,1.7,0.0,24.6,9.5,0,0,0
2010,92.1,Anthony Morrow,NJN,14,26,43,7,12.7,2.9,1.2,0.3,0.2,1.1,58.2,1.8,0.002,16.4,7.2,0,0,0
2010,92.1,Charlie Villanueva,DET,11,42,43,15,12.7,4.8,0.8,0.6,0.7,1.0,55.0,1.7,0.001,22.8,10.4,0,0,0
2010,92.1,Rashard Lewis,WAS,13,40,41,21,12.7,5.5,1.9,1.0,0.5,1.6,53.8,1.7,0.003,17.8,8.7,2,0,0
2010,92.1,Glen Davis,BOS,1,42,42,33,12.6,5.4,1.4,0.9,0.5,1.1,51.4,0.0,0.003,21.0,9.6,0,0,0
2010,92.1,O.J. Mayo,MEM,10,42,43,19,12.5,2.7,1.9,1.0,0.4,1.5,49.5,1.4,0.002,20.7,7.3,0,0,0
2010,92.1,Roy Hibbert,IND,8,38,39,16,12.4,8.0,2.3,0.3,1.8,2.2,48.0,0.0,0.003,24.3,11.1,0,0,0
2010,92.1,Carlos Delfino,MIL,10,8,40,3,12.4,4.0,2.3,1.4,0.0,1.4,52.3,2.3,0.005,17.5,11.5,0,0,0
2010,92.1,Carl Landry,NOH,5,41,44,9,12.3,4.8,0.9,0.6,0.5,1.7,54.4,0.0,0.001,20.9,8.3,0,0,0
2010,92.1,Richard Jefferson,SAS,1,43,43,37,12.3,4.3,1.5,0.6,0.5,1.2,59.8,1.7,0.003,16.5,8.7,0,0,0
2010,92.1,CJ Miles,UTA,6,40,43,25,12.1,3.2,1.6,1.0,0.5,1.1,52.0,1.5,0.002,25.1,10.2,0,0,0
2010,92.1,Al Harrington,DEN,7,38,42,20,12.0,5.0,1.6,0.6,0.2,1.7,54.2,2.1,0.002,22.0,8.3,0,0,0
2010,92.1,Corey Maggette,MIL,10,35,40,13,11.9,3.7,1.2,0.2,0.1,2.0,55.3,0.2,0.002,27.4,10.0,0,0,0
2010,92.1,Ben Gordon,DET,11,43,43,15,11.9,2.7,2.3,0.7,0.2,1.9,54.4,1.3,0.001,21.2,8.2,0,0,0
2010,92.1,Thaddeus Young,PHI,9,42,42,17,11.8,5.0,1.0,0.9,0.3,1.1,57.3,0.1,0.002,20.1,12.0,0,0,0
2010,92.1,Boris Diaw,CHA,7,41,41,17,11.8,5.6,3.9,0.9,0.7,2.5,56.2,1.0,0.003,16.6,9.6,0,0,0
2010,92.1,Martell Webster,MIN,14,19,43,4,11.7,3.4,0.9,0.7,0.2,1.8,56.4,1.2,0.0,20.4,7.7,0,0,0
2010,92.1,Nicolas Batum,POR,8,43,44,23,11.7,4.7,1.4,0.8,0.6,0.9,53.8,1.3,0.002,17.1,8.7,0,0,0
2010,92.1,JR Smith,DEN,7,40,42,24,11.7,4.1,2.2,1.2,0.2,1.3,53.0,1.5,0.001,21.7,10.2,0,0,0
2010,92.1,Shawn Marion,DAL,3,41,42,27,11.6,6.2,1.1,0.7,0.5,1.6,55.4,0.1,0.002,20.4,11.3,4,0,0
2010,92.1,Luke Ridnour,MIN,14,38,43,8,11.6,2.7,5.8,1.2,0.2,2.0,58.1,1.2,0.001,16.7,10.8,0,0,0
2010,92.1,Channing Frye,PHX,9,41,41,20,11.6,6.0,1.2,0.7,1.1,1.0,55.0,1.9,0.001,16.1,7.5,0,0,0
2010,92.1,Brandon Rush,IND,8,34,39,14,11.5,3.8,1.1,0.6,0.6,1.4,54.7,1.5,0.002,17.7,7.5,0,0,0
2010,92.1,Mike Dunleavy,IND,8,38,39,15,11.5,5.3,1.9,0.7,0.6,1.1,55.2,1.6,0.003,16.6,10.7,0,0,0
2010,92.1,Sonny Weems,TOR,12,25,43,9,11.5,3.0,2.3,0.9,0.0,1.8,50.5,0.4,0.001,21.0,7.9,0,0,0
2010,92.1,Baron Davis,CLE,15,28,42,13,11.3,2.5,6.9,1.2,0.6,2.4,48.3,0.9,0.001,22.0,10.1,2,0,0
2010,92.1,Andrei Kirilenko,UTA,6,41,43,26,11.3,5.2,2.9,1.2,1.2,1.6,56.0,0.6,0.001,16.8,10.3,1,0,0
2010,92.1,George Hill,SAS,1,37,43,32,11.3,2.9,2.2,1.0,0.4,1.4,59.9,0.9,0.003,17.5,9.5,0,0,0
2010,92.1,Linas Kleiza,TOR,12,39,43,12,11.2,4.5,1.0,0.5,0.2,1.7,50.2,1.0,0.001,21.2,6.6,0,0,0
2010,92.1,Marc Gasol,MEM,10,42,43,20,11.2,7.1,2.7,1.0,1.6,1.9,57.8,0.0,0.002,15.7,10.6,0,0,0
2010,92.1,Kyle Lowry,HOU,11,40,44,19,11.2,4.0,6.6,1.7,0.4,2.2,51.9,1.2,0.002,17.1,9.6,0,0,0
2010,92.1,Kirk Hinrich,ATL,5,39,44,12,11.1,2.9,4.6,1.2,0.1,1.8,54.9,0.8,0.002,16.4,9.9,0,0,0
2010,92.1,Tyrus Thomas,CHA,7,34,41,15,11.1,5.8,0.7,0.8,1.6,1.7,54.2,0.0,0.002,25.2,13.6,0,0,0
2010,92.1,Ramon Sessions,CLE,15,41,42,8,11.1,2.9,4.4,0.7,0.0,1.8,53.4,0.0,0.0,22.9,12.4,0,0,0
2010,92.1,Emeka Okafor,NOH,5,44,44,28,11.0,10.4,0.5,0.3,1.6,1.6,59.5,0.0,0.003,15.8,11.0,0,0,0
2010,92.1,Brandon Bass,ORL,4,43,43,28,11.0,5.6,0.9,0.3,0.4,1.2,56.3,0.0,0.003,20.4,12.3,0,0,0
2010,92.1,Andrew Bynum,LAL,2,21,45,15,11.0,7.3,0.8,0.0,1.8,1.1,59.7,0.0,0.002,19.7,12.4,0,0,0
2010,92.1,JJ Hickson,CLE,15,40,42,8,11.0,6.0,0.8,0.6,0.4,2.2,48.7,0.0,0.001,24.9,8.0,0,0,0
2010,92.1,Marvin Williams,ATL,5,30,44,20,11.0,4.8,1.4,0.6,0.2,1.0,57.9,0.6,0.003,16.5,10.0,0,0,0
2010,92.1,Ty Lawson,DEN,7,41,42,24,10.9,2.2,4.0,0.7,0.0,1.6,58.1,0.7,0.001,19.3,10.6,0,0,0
2010,92.1,Marco Belinelli,NOH,5,42,44,26,10.8,2.0,1.3,0.5,0.0,1.0,55.1,1.6,0.002,18.7,6.8,0,0,0
2010,92.1,Trevor Ariza,NOH,5,43,44,27,10.8,5.7,2.2,1.7,0.3,1.7,47.1,1.0,0.003,17.6,7.8,0,0,0
2010,92.1,Drew Gooden,MIL,10,25,40,8,10.8,6.5,0.7,0.7,0.4,1.2,49.5,0.1,0.002,23.4,11.4,0,0,0
2010,92.1,Chris Kaman,LAC,13,10,42,1,10.5,7.1,1.7,0.5,1.2,1.6,41.2,0.0,0.001,23.9,8.7,1,1,0
2010,92.1,James Harden,OKC,3,42,42,27,10.5,3.3,1.9,1.1,0.2,1.3,59.1,1.3,0.002,17.9,10.4,0,0,0
2010,92.1,Rajon Rondo,BOS,1,31,42,26,10.5,4.6,13.1,2.4,0.2,3.9,52.9,0.2,0.004,17.4,14.2,1,1,1
2010,92.1,JJ Redick,ORL,4,38,43,24,10.3,2.0,1.6,0.5,0.0,0.9,60.8,1.6,0.002,16.0,9.3,0,0,0
2010,92.1,Yao Ming,HOU,11,5,44,1,10.2,5.4,0.8,0.0,1.6,1.4,57.9,0.0,0.0,24.1,13.3,7,0,1
2010,92.1,Hedo Turkoglu,ORL,4,42,43,24,10.2,4.4,3.7,0.9,0.5,1.5,56.3,1.5,0.001,16.2,8.6,0,0,0
2010,92.1,Jose Calderon,TOR,12,37,43,11,10.2,2.7,8.3,1.1,0.1,2.1,54.2,1.0,0.001,16.9,12.6,0,0,0
2010,92.1,Travis Outlaw,NJN,14,43,43,12,10.0,4.5,1.1,0.4,0.4,1.0,47.3,1.0,0.001,17.0,6.4,0,0,0
2010,92.1,Serge Ibaka,OKC,3,42,42,27,10.0,6.8,0.3,0.4,2.1,0.8,60.6,0.0,0.001,15.5,10.5,0,0,0
2010,92.1,Shaquille O'Neal,BOS,1,33,42,25,9.9,4.9,0.8,0.5,1.1,1.5,66.8,0.0,0.002,19.9,10.3,15,0,0
2010,92.1,Reggie Williams,GSW,12,41,42,19,9.9,2.7,1.6,0.3,0.1,1.1,57.6,1.3,0.001,18.8,8.4,0,0,0
2010,92.1,Mike Bibby,MIA,2,44,43,28,9.9,2.3,3.8,0.7,0.1,1.3,57.9,2.1,0.002,15.2,7.9,0,0,0
2010,92.1,Landry Fields,NYK,6,42,42,22,9.9,7.3,1.9,1.1,0.3,1.5,60.8,1.0,0.002,13.0,10.0,0,0,0
2010,92.1,Ryan Anderson,ORL,4,25,43,19,9.8,4.6,0.6,0.5,0.6,0.6,60.8,1.8,0.002,20.9,14.4,0,0,0
2010,92.1,Hakim Warrick,PHX,9,39,41,19,9.7,4.2,0.6,0.4,0.2,1.0,60.7,0.0,0.001,19.8,11.7,0,0,0
2010,92.1,Jordan Farmar,NJN,14,41,43,12,9.7,2.3,4.3,0.8,0.0,1.9,50.3,1.5,0.002,20.9,10.2,0,0,0
2010,92.1,Shannon Brown,LAL,2,45,45,32,9.6,2.2,1.1,0.8,0.2,1.0,55.3,1.2,0.002,22.6,10.3,0,0,0
2010,92.1,Darko Milicic,MIN,14,41,43,10,9.4,5.4,1.7,0.7,2.4,2.2,48.7,0.0,0.001,20.6,6.8,0,0,0
2010,92.1,Francisco Garcia,SAC,15,35,41,9,9.3,2.5,1.2,0.7,0.9,0.7,56.2,1.3,0.001,16.5,8.9,0,0,0
2010,92.1,Jared Dudley,PHX,9,41,41,20,9.2,3.4,1.0,0.9,0.2,1.0,59.6,1.3,0.001,16.1,8.8,0,0,0
2010,92.1,Amir Johnson,TOR,12,43,43,13,9.2,6.3,1.2,0.7,1.0,1.1,61.7,0.0,0.001,15.1,9.6,0,0,0
2010,92.1,Toney Douglas,NYK,6,41,42,21,9.2,3.0,2.1,1.2,0.0,1.1,51.2,1.5,0.002,18.8,8.4,0,0,0
2010,92.1,Jodie Meeks,PHI,9,34,42,16,9.1,1.4,0.9,0.5,0.1,0.8,56.6,1.6,0.002,16.5,6.7,0,0,0
2010,92.1,Anderson Varejao,CLE,15,31,42,8,9.1,9.7,1.5,0.9,1.2,1.3,56.0,0.0,0.001,13.3,10.7,0,0,0
2010,92.1,Tyson Chandler,DAL,3,39,42,26,9.1,9.2,0.4,0.5,1.3,1.1,72.2,0.0,0.003,12.5,11.6,0,0,0
2010,92.1,Omri Casspi,SAC,15,39,41,8,9.0,4.3,0.9,0.8,0.2,1.0,51.9,1.6,0.001,17.3,8.4,0,0,0
2010,92.1,Corey Brewer,DAL,3,43,42,10,8.9,2.9,1.3,1.8,0.3,1.2,46.8,0.5,0.002,17.9,6.2,0,0,0
2010,92.1,JaVale McGee,WAS,13,40,41,12,8.9,8.0,0.4,0.6,2.6,1.3,57.0,0.0,0.002,14.8,10.1,0,0,0
2010,92.1,Anthony Parker,CLE,15,35,42,8,8.9,3.1,2.7,0.9,0.1,1.1,49.6,1.3,0.001,15.2,7.1,0,0,0
2010,92.1,Ersan Ilyasova,MIL,10,40,40,16,8.8,6.1,1.0,0.8,0.4,1.0,49.5,0.6,0.003,18.4,10.3,0,0,0
2010,92.1,Kris Humphries,NJN,14,43,43,12,8.8,9.3,1.2,0.4,1.0,1.1,57.0,0.0,0.001,16.0,14.1,0,0,0
2010,92.1,Shane Battier,MEM,10,44,43,20,8.7,4.8,2.5,1.0,1.2,1.2,57.7,1.4,0.001,12.5,8.5,0,0,0
2010,92.1,Wesley Johnson,MIN,14,42,43,10,8.7,2.8,2.0,0.5,0.6,1.5,52.5,1.3,0.001,14.9,5.1,0,0,0
2010,92.1,Al Thornton,GSW,12,37,42,11,8.7,3.6,1.3,0.6,0.2,0.9,51.5,0.1,0.001,17.4,7.6,0,0,0
2010,92.1,Chris Douglas-Roberts,MIL,10,25,40,11,8.7,2.6,1.2,0.9,0.5,0.9,53.5,0.5,0.002,17.1,8.6,0,0,0
2010,92.1,Gary Neal,SAS,1,43,43,37,8.7,2.6,1.0,0.3,0.1,0.8,55.6,1.6,0.002,19.8,8.4,0,0,0
2010,92.1,Jason Thompson,SAC,15,36,41,9,8.5,6.0,0.9,0.3,0.4,1.1,53.1,0.0,0.002,18.4,9.8,0,0,0
2010,92.1,Raja Bell,UTA,6,39,43,25,8.3,2.5,1.5,0.8,0.2,0.9,55.8,1.2,0.001,12.8,5.6,0,0,0
2010,92.1,Rudy Fernandez,POR,8,42,44,23,8.3,2.2,2.1,1.0,0.2,0.9,52.7,1.5,0.002,18.6,9.8,0,0,0
2010,92.1,Ron Artest,LAL,2,45,45,32,8.3,3.0,2.1,1.4,0.3,1.0,50.0,1.0,0.002,14.5,6.2,1,0,0
2010,92.1,Jerryd Bayless,TOR,12,34,43,17,8.1,2.4,3.5,0.4,0.1,1.8,51.1,0.6,0.001,22.9,9.6,0,0,0
2010,92.1,Peja Stojakovic,DAL,3,8,42,6,8.1,1.1,0.9,0.3,0.0,0.8,69.2,1.9,0.002,21.5,15.5,3,0,0
2010,92.1,Jason Kidd,DAL,3,42,42,27,8.1,4.7,8.4,1.7,0.3,2.4,47.1,1.6,0.003,15.4,11.3,10,1,0
2010,92.1,Earl Boykins,MIL,10,29,40,11,8.1,1.2,2.7,0.7,0.0,1.2,52.6,0.5,0.002,23.4,13.7,0,0,0
2010,92.1,Sasha Vujacic,NJN,14,28,43,14,8.1,2.0,1.4,0.7,0.0,1.1,52.6,1.1,0.001,21.0,8.5,0,0,0
2010,92.1,Kyle Korver,CHI,3,43,43,29,8.1,1.9,1.6,0.6,0.3,0.8,56.1,1.3,0.003,16.9,8.8,0,0,0
2010,92.1,Chase Budinger,HOU,11,41,44,19,8.0,3.4,1.4,0.5,0.3,0.8,51.8,1.0,0.001,19.9,10.1,0,0,0
2010,92.1,Darrell Arthur,MEM,10,41,43,19,8.0,4.2,0.5,0.7,0.5,0.9,53.0,0.0,0.002,18.5,9.0,0,0,0
2010,92.1,Udonis Haslem,MIA,2,13,43,8,8.0,8.2,0.5,0.5,0.2,1.1,54.9,0.0,0.003,14.5,10.4,0,0,0
2010,92.1,Jarrett Jack,NOH,5,45,44,21,8.0,2.2,3.0,0.6,0.0,1.5,47.1,0.3,0.001,22.3,9.8,0,0,0
2010,92.1,Goran Dragic,HOU,11,41,44,20,7.9,1.9,3.2,0.7,0.1,2.0,49.8,0.7,0.001,23.5,7.9,0,0,0
2010,92.1,J.J. Barea,DAL,3,42,42,27,7.9,2.0,3.4,0.4,0.0,1.4,47.2,0.5,0.002,23.0,8.8,0,0,0
2010,92.1,Josh Howard,WAS,13,8,41,2,7.9,3.3,0.8,1.4,0.3,1.0,40.9,0.4,0.004,22.6,6.4,1,0,0
2010,92.1,DeJuan Blair,SAS,1,43,43,37,7.8,6.8,1.0,1.2,0.4,1.4,50.9,0.0,0.002,19.1,9.9,0,0,0
2010,92.1,Nate Robinson,OKC,3,42,42,33,7.8,1.7,2.2,0.4,0.1,1.3,53.0,1.3,0.002,21.0,7.6,0,0,0
2010,92.1,Nenad Krstic,BOS,1,33,42,21,7.8,4.8,0.4,0.3,0.4,0.8,51.8,0.0,0.001,16.5,6.9,0,0,0
2010,92.1,Nazr Mohammed,OKC,3,35,42,13,7.7,5.1,0.4,0.3,1.1,1.1,52.0,0.0,0.001,22.8,9.7,0,0,0
2010,92.1,Taj Gibson,CHI,3,41,43,27,7.7,5.7,0.8,0.5,1.7,1.0,46.8,0.0,0.003,18.0,8.3,0,0,0
2010,92.1,Willie Green,NOH,5,39,44,26,7.6,2.3,0.8,0.3,0.2,0.8,49.2,0.5,0.003,19.4,6.5,0,0,0
2010,92.1,Matt Bonner,SAS,1,34,43,29,7.6,3.6,0.9,0.3,0.4,0.4,65.1,1.8,0.003,12.9,9.5,0,0,0
2010,92.1,Robin Lopez,PHX,9,27,41,14,7.6,3.5,0.2,0.2,0.7,1.1,57.0,0.0,0.0,18.9,6.2,0,0,0
2010,92.1,Ryan Gomes,LAC,13,42,42,16,7.5,3.8,1.7,0.9,0.1,0.8,49.0,0.9,0.001,12.6,5.6,0,0,0
2010,92.1,Christian Eyenga,CLE,15,6,42,0,7.5,3.2,0.7,0.5,0.8,1.2,53.7,0.5,-0.001,16.1,6.2,0,0,0
2010,92.1,Brad Miller,HOU,11,36,44,16,7.5,3.9,2.5,0.6,0.4,0.9,58.5,0.8,0.001,16.9,12.0,2,0,0
2010,92.1,Sebastian Telfair,MIN,14,26,43,7,7.4,1.2,3.3,0.7,0.1,1.8,52.1,0.7,0.001,17.4,6.6,0,0,0
2010,92.1,Matt Barnes,LAL,2,37,45,26,7.4,4.8,1.7,0.7,0.5,1.3,57.9,0.8,0.002,16.2,10.3,0,0,0
2010,92.1,Andres Nocioni,PHI,9,35,42,13,7.3,3.8,0.9,0.3,0.4,1.1,55.8,0.9,0.001,16.9,8.2,0,0,0
2010,92.1,Evan Turner,PHI,9,40,42,17,7.2,4.4,1.8,0.7,0.2,1.2,46.4,0.2,0.002,16.1,7.5,0,0,0
2010,92.1,Keyon Dooling,MIL,10,40,40,16,7.2,1.3,3.3,0.7,0.1,1.1,49.3,0.9,0.003,17.1,8.7,0,0,0
2010,92.1,Mickael Pietrus,PHX,9,29,41,17,7.1,2.4,0.6,0.5,0.2,0.7,53.1,1.7,0.002,16.2,6.6,0,0,0
2010,92.1,DeShawn Stevenson,DAL,3,39,42,25,7.0,1.5,1.2,0.4,0.1,0.6,61.7,1.7,0.002,16.0,7.9,0,0,0
2010,92.1,James Anderson,SAS,1,6,43,5,7.0,1.0,1.5,0.3,0.5,0.7,58.9,1.7,0.001,16.9,6.8,0,0,0
2010,92.1,Joey Graham,CLE,15,17,42,5,7.0,2.4,0.4,0.1,0.1,1.1,52.6,0.2,0.001,18.8,4.8,0,0,0
2010,92.1,Courtney Lee,HOU,11,44,44,20,7.0,2.5,1.1,0.7,0.1,0.8,50.7,0.7,0.001,17.5,7.8,0,0,0
2010,92.1,Marcus Thornton,SAC,15,33,41,23,6.9,2.8,0.8,0.4,0.1,0.8,47.8,0.6,0.002,24.6,10.9,0,0,0
2010,92.1,DeAndre Jordan,LAC,13,42,42,16,6.9,7.3,0.6,0.6,1.6,1.3,64.1,0.0,0.001,11.6,8.8,0,0,0
2010,92.1,Tracy McGrady,DET,11,43,43,15,6.8,3.1,2.9,0.7,0.4,1.3,52.0,0.4,0.001,17.0,11.0,7,0,0
2010,92.1,Delonte West,BOS,1,5,42,3,6.8,1.8,2.0,0.6,0.6,1.0,63.5,0.6,0.002,17.8,17.2,0,0,0
2010,92.1,Eric Bledsoe,LAC,13,42,42,16,6.8,3.0,4.0,1.0,0.5,2.5,49.0,0.4,0.001,16.8,8.0,0,0,0
2010,92.1,Jordan Hill,HOU,11,42,44,20,6.7,4.6,0.4,0.1,0.8,1.0,51.8,0.0,0.0,17.6,6.7,0,0,0
2010,92.1,Spencer Hawes,PHI,9,41,42,17,6.7,5.3,1.4,0.2,0.8,1.2,48.7,0.1,0.001,18.7,8.3,0,0,0
2010,92.1,Shawne Williams,NYK,6,25,42,14,6.7,2.7,0.6,0.4,0.7,0.7,65.8,1.4,0.0,14.8,7.7,0,0,0
2010,92.1,James Jones,MIA,2,43,43,30,6.7,2.3,0.7,0.4,0.3,0.2,63.3,1.8,0.003,11.3,7.6,0,0,0
2010,92.1,Ronnie Brewer,CHI,3,43,43,29,6.6,3.4,1.7,1.5,0.2,0.9,53.8,0.1,0.003,13.5,10.8,0,0,0
2010,92.1,Derrick Favors,UTA,6,42,43,12,6.6,5.0,0.3,0.3,0.6,0.9,57.7,0.0,0.002,15.9,7.8,0,0,0
2010,92.1,Al-Farouq Aminu,LAC,13,41,42,15,6.6,3.5,0.7,0.8,0.3,1.5,52.4,0.8,0.001,19.2,8.0,0,0,0
2010,92.1,Derek Fisher,LAL,2,45,45,32,6.6,2.0,2.8,1.5,0.1,1.0,47.7,0.8,0.002,12.8,5.4,0,0,0
2010,92.1,Kwame Brown,CHA,7,27,41,11,6.6,6.0,0.3,0.3,0.6,0.9,56.8,0.0,0.002,15.3,8.8,0,0,0
2010,92.1,Tyler Hansbrough,IND,8,29,39,14,6.6,3.9,0.6,0.4,0.3,0.8,52.4,0.0,0.001,20.2,9.0,0,0,0
2010,92.1,Ike Diogu,LAC,13,13,42,8,6.5,4.2,0.1,0.1,0.1,0.8,52.2,0.0,0.001,19.0,7.6,0,0,0
